"Name","Extension","RelativePath","FullPath","IsProtectedByBridgeAudit","SizeBytes","SizeReadable","LastWriteTime","Recommendation"
"Bart Grin chubby side ORIGINAL.jpg",".jpg","images\Sketches\grins\Bart Grin chubby side ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Bart Grin chubby side ORIGINAL.jpg","False","987040","963.91 KB","5/8/2026 5:41:22 AM","Candidate for removal later if not needed by bridge"
"Bart Grin chubby back ORIGINAL.jpg",".jpg","images\Sketches\grins\Bart Grin chubby back ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Bart Grin chubby back ORIGINAL.jpg","False","956258","933.85 KB","5/8/2026 5:41:22 AM","Candidate for removal later if not needed by bridge"
"Pony Snail B&W.jpg",".jpg","images\Sketches\Snails\Pony Snail B&W.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\Snails\Pony Snail B&W.jpg","False","891439","870.55 KB","5/10/2026 6:58:41 AM","Candidate for removal later if not needed by bridge"
"DEADMAU5 Grin side ORIGINAL.jpg",".jpg","images\Sketches\grins\DEADMAU5 Grin side ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\DEADMAU5 Grin side ORIGINAL.jpg","False","884733","864.00 KB","5/8/2026 5:39:41 AM","Candidate for removal later if not needed by bridge"
"Bart Grin Chubby front B&W.png",".png","images\Sketches\grins\Bart Grin Chubby front B&W.png","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Bart Grin Chubby front B&W.png","False","863056","842.83 KB","5/8/2026 5:39:06 AM","Candidate for removal later if not needed by bridge"
"Cocksnail COLOR.png",".png","images\Sketches\Snails\Cocksnail COLOR.png","D:\github\ron-english-sketches-and-drawings\images\Sketches\Snails\Cocksnail COLOR.png","False","823886","804.58 KB","5/9/2026 8:07:46 AM","Candidate for removal later if not needed by bridge"
"Pony Snail ORIGINAL.jpg",".jpg","images\Sketches\Snails\Pony Snail ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\Snails\Pony Snail ORIGINAL.jpg","False","816679","797.54 KB","5/9/2026 8:07:50 AM","Candidate for removal later if not needed by bridge"
"Snailien King ORIGINAL.jpg",".jpg","images\Sketches\Snails\Snailien King ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\Snails\Snailien King ORIGINAL.jpg","False","814629","795.54 KB","5/9/2026 8:07:51 AM","Candidate for removal later if not needed by bridge"
"Snailien King COLOR 3.png",".png","images\Sketches\Snails\Snailien King COLOR 3.png","D:\github\ron-english-sketches-and-drawings\images\Sketches\Snails\Snailien King COLOR 3.png","False","810548","791.55 KB","5/9/2026 8:07:51 AM","Candidate for removal later if not needed by bridge"
"Snailien King COLOR 1.png",".png","images\Sketches\Snails\Snailien King COLOR 1.png","D:\github\ron-english-sketches-and-drawings\images\Sketches\Snails\Snailien King COLOR 1.png","False","779545","761.27 KB","5/9/2026 8:07:51 AM","Candidate for removal later if not needed by bridge"
"Bobsnail COLOR.png",".png","images\Sketches\Snails\Bobsnail COLOR.png","D:\github\ron-english-sketches-and-drawings\images\Sketches\Snails\Bobsnail COLOR.png","False","775101","756.93 KB","5/9/2026 8:07:45 AM","Candidate for removal later if not needed by bridge"
"Santa Christ ORIGINAL.jpg",".jpg","images\Sketches\Mythical Beings\Santas\Santa Christ ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\Mythical Beings\Santas\Santa Christ ORIGINAL.jpg","False","730478","713.36 KB","5/9/2026 12:17:01 PM","Candidate for removal later if not needed by bridge"
"Mothship ORIGINAL COLOR 3.jpg",".jpg","images\Sketches\Objects\transportation\Mothship ORIGINAL COLOR 3.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\Objects\transportation\Mothship ORIGINAL COLOR 3.jpg","False","721974","705.05 KB","5/9/2026 12:17:02 PM","Candidate for removal later if not needed by bridge"
"Fat Bart B&W.png",".png","images\Sketches\celebrity-characters\Simpsons\Fat Bart B&W.png","D:\github\ron-english-sketches-and-drawings\images\Sketches\celebrity-characters\Simpsons\Fat Bart B&W.png","False","716663","699.87 KB","5/8/2026 11:02:29 AM","Candidate for removal later if not needed by bridge"
"Bart side 1 ORIGINAL.jpg",".jpg","images\Sketches\celebrity-characters\Simpsons\Bart side 1 ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\celebrity-characters\Simpsons\Bart side 1 ORIGINAL.jpg","False","706170","689.62 KB","5/8/2026 11:02:36 AM","Candidate for removal later if not needed by bridge"
"Potato Rabbbit in Delusionville ORIGINAL 2.jpg",".jpg","images\Sketches\Small Mammals\rabbbits\Potato Rabbbit in Delusionville ORIGINAL 2.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\Small Mammals\rabbbits\Potato Rabbbit in Delusionville ORIGINAL 2.jpg","False","699774","683.37 KB","5/8/2026 4:35:24 PM","Candidate for removal later if not needed by bridge"
"simpsons HERO.jpg",".jpg","images\Sketches\celebrity-characters\simpsons HERO.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\celebrity-characters\simpsons HERO.jpg","False","692703","676.47 KB","5/8/2026 12:48:20 PM","Candidate for removal later if not needed by bridge"
"Stratus Simpson COLOR.jpg",".jpg","images\Sketches\celebrity-characters\Simpsons\Stratus Simpson COLOR.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\celebrity-characters\Simpsons\Stratus Simpson COLOR.jpg","False","692703","676.47 KB","5/8/2026 12:48:20 PM","Candidate for removal later if not needed by bridge"
"Salt of the Girth ORIGINAL.jpg",".jpg","images\Sketches\celebrity-characters\Morton Salt Girl\Salt of the Girth ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\celebrity-characters\Morton Salt Girl\Salt of the Girth ORIGINAL.jpg","False","689872","673.70 KB","5/8/2026 12:20:15 PM","Candidate for removal later if not needed by bridge"
"Shark Head 2 COLOR digital.png",".png","images\Sketches\aquatic-dwellers\sharks\Shark Head 2 COLOR digital.png","D:\github\ron-english-sketches-and-drawings\images\Sketches\aquatic-dwellers\sharks\Shark Head 2 COLOR digital.png","False","684965","668.91 KB","5/9/2026 12:16:58 PM","Candidate for removal later if not needed by bridge"
"Shark Head 2 COLOR digital.png",".png","images\Sketches\sharks\Shark Head 2 COLOR digital.png","D:\github\ron-english-sketches-and-drawings\images\Sketches\sharks\Shark Head 2 COLOR digital.png","False","684965","668.91 KB","5/9/2026 12:16:59 PM","Candidate for removal later if not needed by bridge"
"bear_bill.jpg",".jpg","images\Sketches\Objects\money-and-currency\bear_bill.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\Objects\money-and-currency\bear_bill.jpg","False","682042","666.06 KB","5/9/2026 11:41:32 AM","Candidate for removal later if not needed by bridge"
"COVID Grin card.jpg",".jpg","images\Sketches\grins\COVID Grin card.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\COVID Grin card.jpg","False","680506","664.56 KB","5/7/2026 3:56:43 PM","Candidate for removal later if not needed by bridge"
"Bobsnail ORIGINAL.jpg",".jpg","images\Sketches\Snails\Bobsnail ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\Snails\Bobsnail ORIGINAL.jpg","False","677909","662.02 KB","5/9/2026 8:07:48 AM","Candidate for removal later if not needed by bridge"
"Octopi HERO.png",".png","images\Sketches\aquatic-dwellers\Octopi HERO.png","D:\github\ron-english-sketches-and-drawings\images\Sketches\aquatic-dwellers\Octopi HERO.png","False","668914","653.24 KB","5/6/2026 8:35:22 AM","Candidate for removal later if not needed by bridge"
"paisleypattern2.pdf_1.jpg",".jpg","images\Sketches\Objects\patterns-symbols-and-icons\paisleypattern2.pdf_1.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\Objects\patterns-symbols-and-icons\paisleypattern2.pdf_1.jpg","False","667579","651.93 KB","5/9/2026 11:42:07 AM","Candidate for removal later if not needed by bridge"
"Potato Rabbbit in Delusionville COLOR.jpg",".jpg","images\Sketches\Small Mammals\rabbbits\Potato Rabbbit in Delusionville COLOR.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\Small Mammals\rabbbits\Potato Rabbbit in Delusionville COLOR.jpg","False","666691","651.07 KB","5/8/2026 4:35:23 PM","Candidate for removal later if not needed by bridge"
"Fish in Cowboy Hat COLORED digital.png",".png","images\Sketches\aquatic-dwellers\fish\Fish in Cowboy Hat COLORED digital.png","D:\github\ron-english-sketches-and-drawings\images\Sketches\aquatic-dwellers\fish\Fish in Cowboy Hat COLORED digital.png","False","665888","650.28 KB","5/6/2026 8:22:32 AM","Candidate for removal later if not needed by bridge"
"brainbackdrop (3).jpg",".jpg","images\Sketches\Objects\patterns-symbols-and-icons\brainbackdrop (3).jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\Objects\patterns-symbols-and-icons\brainbackdrop (3).jpg","False","665044","649.46 KB","5/9/2026 11:42:00 AM","Candidate for removal later if not needed by bridge"
"coloringbook3.jpg",".jpg","images\Sketches\Objects\patterns-symbols-and-icons\coloringbook3.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\Objects\patterns-symbols-and-icons\coloringbook3.jpg","False","661332","645.83 KB","5/9/2026 11:42:02 AM","Candidate for removal later if not needed by bridge"
"brainbackdrop (1).jpg",".jpg","images\Sketches\Objects\patterns-symbols-and-icons\brainbackdrop (1).jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\Objects\patterns-symbols-and-icons\brainbackdrop (1).jpg","False","661211","645.71 KB","5/9/2026 11:41:59 AM","Candidate for removal later if not needed by bridge"
"Bear Portrait ORIGINAL.jpg",".jpg","images\Sketches\bears\Bear Portrait ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\bears\Bear Portrait ORIGINAL.jpg","False","660392","644.91 KB","5/6/2026 6:15:18 AM","Candidate for removal later if not needed by bridge"
"Street Fighter Guile Grin ORIGINAL.jpg",".jpg","images\Sketches\grins\Street Fighter Guile Grin ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Street Fighter Guile Grin ORIGINAL.jpg","False","659154","643.71 KB","5/7/2026 6:58:01 PM","Candidate for removal later if not needed by bridge"
"brainbackdrop.jpg",".jpg","images\Sketches\Objects\patterns-symbols-and-icons\brainbackdrop.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\Objects\patterns-symbols-and-icons\brainbackdrop.jpg","False","655724","640.36 KB","5/9/2026 11:42:00 AM","Candidate for removal later if not needed by bridge"
"Fish in Bowl no bowl  B&W digital.png",".png","images\Sketches\aquatic-dwellers\fish\Fish in Bowl no bowl  B&W digital.png","D:\github\ron-english-sketches-and-drawings\images\Sketches\aquatic-dwellers\fish\Fish in Bowl no bowl  B&W digital.png","False","655101","639.75 KB","5/6/2026 8:15:16 AM","Candidate for removal later if not needed by bridge"
"paisleypatternemoji.jpg",".jpg","images\Sketches\Objects\patterns-symbols-and-icons\paisleypatternemoji.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\Objects\patterns-symbols-and-icons\paisleypatternemoji.jpg","False","655014","639.66 KB","5/9/2026 11:42:07 AM","Candidate for removal later if not needed by bridge"
"Dale Snail ORIGINAL.jpg",".jpg","images\Sketches\Snails\Dale Snail ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\Snails\Dale Snail ORIGINAL.jpg","False","654362","639.03 KB","5/9/2026 8:07:50 AM","Candidate for removal later if not needed by bridge"
"Duckbill Platypus ORIGINAL.jpg",".jpg","images\Sketches\aquatic-dwellers\platypus\Duckbill Platypus ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\aquatic-dwellers\platypus\Duckbill Platypus ORIGINAL.jpg","False","653607","638.29 KB","5/6/2026 6:41:57 AM","Candidate for removal later if not needed by bridge"
"emojipaisley.pdf_1.jpg",".jpg","images\Sketches\Objects\patterns-symbols-and-icons\emojipaisley.pdf_1.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\Objects\patterns-symbols-and-icons\emojipaisley.pdf_1.jpg","False","653098","637.79 KB","5/9/2026 11:42:03 AM","Candidate for removal later if not needed by bridge"
"Snailmobile B&W.png",".png","images\Sketches\Snails\Snailmobile B&W.png","D:\github\ron-english-sketches-and-drawings\images\Sketches\Snails\Snailmobile B&W.png","False","650829","635.58 KB","5/9/2026 8:07:46 AM","Candidate for removal later if not needed by bridge"
"Lightcult Art 9.jpg",".jpg","images\Sketches\Light Cult\Lightcult Art 9.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\Light Cult\Lightcult Art 9.jpg","False","645534","630.40 KB","5/9/2026 8:24:34 AM","Candidate for removal later if not needed by bridge"
"Trump Richie Rich ORIGINAL.jpg",".jpg","images\Sketches\celebrity-characters\Politicians\Trump Richie Rich ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\celebrity-characters\Politicians\Trump Richie Rich ORIGINAL.jpg","False","643219","628.14 KB","5/8/2026 12:42:56 PM","Candidate for removal later if not needed by bridge"
"CAMODOT_PATTERN_ALT_COLORWAYS.jpg",".jpg","images\Sketches\Objects\patterns-symbols-and-icons\CAMODOT_PATTERN_ALT_COLORWAYS.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\Objects\patterns-symbols-and-icons\CAMODOT_PATTERN_ALT_COLORWAYS.jpg","False","642878","627.81 KB","5/9/2026 11:42:01 AM","Candidate for removal later if not needed by bridge"
"Potato Rabbbit in Delusionville B&W.jpg",".jpg","images\Sketches\Small Mammals\rabbbits\Potato Rabbbit in Delusionville B&W.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\Small Mammals\rabbbits\Potato Rabbbit in Delusionville B&W.jpg","False","640147","625.14 KB","5/8/2026 4:35:20 PM","Candidate for removal later if not needed by bridge"
"Bart side 2 ORIGINAL.jpg",".jpg","images\Sketches\celebrity-characters\Simpsons\Bart side 2 ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\celebrity-characters\Simpsons\Bart side 2 ORIGINAL.jpg","False","633354","618.51 KB","5/8/2026 11:02:37 AM","Candidate for removal later if not needed by bridge"
"Mothship ORIGINAL COLOR 2.jpg",".jpg","images\Sketches\Objects\transportation\Mothship ORIGINAL COLOR 2.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\Objects\transportation\Mothship ORIGINAL COLOR 2.jpg","False","630654","615.87 KB","5/9/2026 11:42:25 AM","Candidate for removal later if not needed by bridge"
"Mr Numb Nut COLOR.jpg",".jpg","images\Sketches\celebrity-characters\Numb Nuts Family\Mr Numb Nut COLOR.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\celebrity-characters\Numb Nuts Family\Mr Numb Nut COLOR.jpg","False","629177","614.43 KB","5/8/2026 12:21:50 PM","Candidate for removal later if not needed by bridge"
"diamondskullsgreypattern.pdf_1.jpg",".jpg","images\Sketches\Objects\patterns-symbols-and-icons\diamondskullsgreypattern.pdf_1.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\Objects\patterns-symbols-and-icons\diamondskullsgreypattern.pdf_1.jpg","False","626703","612.01 KB","5/9/2026 11:42:03 AM","Candidate for removal later if not needed by bridge"
"series 1 #6 back - AQUA APES - Younger Waters.png",".png","images\Sketches\aquatic-dwellers\aqua-apes\series 1 #6 back - AQUA APES - Younger Waters.png","D:\github\ron-english-sketches-and-drawings\images\Sketches\aquatic-dwellers\aqua-apes\series 1 #6 back - AQUA APES - Younger Waters.png","False","624854","610.21 KB","5/6/2026 10:53:41 AM","Candidate for removal later if not needed by bridge"
"Santa Christ with background B&W.jpg",".jpg","images\Sketches\Mythical Beings\Santas\Santa Christ with background B&W.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\Mythical Beings\Santas\Santa Christ with background B&W.jpg","False","624088","609.46 KB","5/9/2026 7:19:16 AM","Candidate for removal later if not needed by bridge"
"brainbackdrop (4).jpg",".jpg","images\Sketches\Objects\patterns-symbols-and-icons\brainbackdrop (4).jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\Objects\patterns-symbols-and-icons\brainbackdrop (4).jpg","False","623676","609.06 KB","5/9/2026 11:42:00 AM","Candidate for removal later if not needed by bridge"
"brainbackdrop (2).jpg",".jpg","images\Sketches\Objects\patterns-symbols-and-icons\brainbackdrop (2).jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\Objects\patterns-symbols-and-icons\brainbackdrop (2).jpg","False","623560","608.95 KB","5/9/2026 11:41:59 AM","Candidate for removal later if not needed by bridge"
"Potato Rabbbit in Delusionville ORIGINAL.jpg",".jpg","images\Sketches\Small Mammals\rabbbits\Potato Rabbbit in Delusionville ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\Small Mammals\rabbbits\Potato Rabbbit in Delusionville ORIGINAL.jpg","False","622177","607.59 KB","5/8/2026 4:35:26 PM","Candidate for removal later if not needed by bridge"
"See Money B&W digital.jpg",".jpg","images\Sketches\aquatic-dwellers\aqua-apes\See Money B&W digital.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\aquatic-dwellers\aqua-apes\See Money B&W digital.jpg","False","620689","606.14 KB","5/6/2026 7:50:59 AM","Candidate for removal later if not needed by bridge"
"Cocksnail ORIGINAL.jpg",".jpg","images\Sketches\Snails\Cocksnail ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\Snails\Cocksnail ORIGINAL.jpg","False","618192","603.70 KB","5/9/2026 8:07:49 AM","Candidate for removal later if not needed by bridge"
"Kursed Kid 3 ORIGINAL COLOR.jpg",".jpg","images\Sketches\Kursed\Kursed Kid 3 ORIGINAL COLOR.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\Kursed\Kursed Kid 3 ORIGINAL COLOR.jpg","False","613880","599.49 KB","5/9/2026 8:16:14 AM","Candidate for removal later if not needed by bridge"
"Mothship ORIGINAL COLOR 1.jpg",".jpg","images\Sketches\Objects\transportation\Mothship ORIGINAL COLOR 1.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\Objects\transportation\Mothship ORIGINAL COLOR 1.jpg","False","613514","599.13 KB","5/9/2026 11:42:25 AM","Candidate for removal later if not needed by bridge"
"Trump Duck Face B&W.jpg",".jpg","images\Sketches\celebrity-characters\Politicians\Trump Duck Face B&W.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\celebrity-characters\Politicians\Trump Duck Face B&W.jpg","False","609129","594.85 KB","5/8/2026 12:42:56 PM","Candidate for removal later if not needed by bridge"
"smileypaisley.pdf_1.jpg",".jpg","images\Sketches\Objects\patterns-symbols-and-icons\smileypaisley.pdf_1.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\Objects\patterns-symbols-and-icons\smileypaisley.pdf_1.jpg","False","607481","593.24 KB","5/9/2026 11:42:10 AM","Candidate for removal later if not needed by bridge"
"Chuckie Grin ORIGINAL COLOR.jpg",".jpg","images\Sketches\grins\Chuckie Grin ORIGINAL COLOR.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Chuckie Grin ORIGINAL COLOR.jpg","False","603538","589.39 KB","5/7/2026 3:55:28 PM","Candidate for removal later if not needed by bridge"
"Chuckie Grin ORIGINAL.jpg",".jpg","images\Sketches\grins\Chuckie Grin ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Chuckie Grin ORIGINAL.jpg","False","599741","585.68 KB","5/7/2026 4:03:51 PM","Candidate for removal later if not needed by bridge"
"backdrop (4).jpg",".jpg","images\Sketches\Objects\patterns-symbols-and-icons\backdrop (4).jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\Objects\patterns-symbols-and-icons\backdrop (4).jpg","False","592700","578.81 KB","5/9/2026 11:41:59 AM","Candidate for removal later if not needed by bridge"
"heart bomb.jpg",".jpg","images\Sketches\Objects\weaponry-bombs-and-explosives\heart bomb.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\Objects\weaponry-bombs-and-explosives\heart bomb.jpg","False","586518","572.77 KB","5/9/2026 11:43:26 AM","Candidate for removal later if not needed by bridge"
"Street Fighter Yoshimitsu ORIGINAL.png",".png","images\Sketches\celebrity-characters\Street Fighters\Street Fighter Yoshimitsu ORIGINAL.png","D:\github\ron-english-sketches-and-drawings\images\Sketches\celebrity-characters\Street Fighters\Street Fighter Yoshimitsu ORIGINAL.png","False","585876","572.14 KB","5/8/2026 11:05:48 AM","Candidate for removal later if not needed by bridge"
"Street Fighter HERO.png",".png","images\Sketches\celebrity-characters\Street Fighter HERO.png","D:\github\ron-english-sketches-and-drawings\images\Sketches\celebrity-characters\Street Fighter HERO.png","False","585876","572.14 KB","5/8/2026 11:05:48 AM","Candidate for removal later if not needed by bridge"
"Cowgirl Portrait ORIGINAL.jpg",".jpg","images\Sketches\Ungulates\cattle\Cowgirl Portrait ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\Ungulates\cattle\Cowgirl Portrait ORIGINAL.jpg","False","585673","571.95 KB","5/8/2026 6:23:01 PM","Candidate for removal later if not needed by bridge"
"Bart front B&W.png",".png","images\Sketches\celebrity-characters\Simpsons\Bart front B&W.png","D:\github\ron-english-sketches-and-drawings\images\Sketches\celebrity-characters\Simpsons\Bart front B&W.png","False","584997","571.29 KB","5/8/2026 11:02:30 AM","Candidate for removal later if not needed by bridge"
"newbackdrop1.jpg",".jpg","images\Sketches\Objects\patterns-symbols-and-icons\newbackdrop1.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\Objects\patterns-symbols-and-icons\newbackdrop1.jpg","False","583530","569.85 KB","5/9/2026 11:42:06 AM","Candidate for removal later if not needed by bridge"
"Meet the Delusionville Residents-Brooke Waterst.mp4",".mp4","images\Sketches\aquatic-dwellers\aqua-apes\Meet the Delusionville Residents-Brooke Waterst.mp4","D:\github\ron-english-sketches-and-drawings\images\Sketches\aquatic-dwellers\aqua-apes\Meet the Delusionville Residents-Brooke Waterst.mp4","False","581398","567.77 KB","5/6/2026 10:11:37 AM","Candidate for removal later if not needed by bridge"
"Screamer ORIGINAL.jpg",".jpg","images\Sketches\Mythical Beings\Multiple Faces\Screamer ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\Mythical Beings\Multiple Faces\Screamer ORIGINAL.jpg","False","578566","565.01 KB","5/9/2026 7:09:51 AM","Candidate for removal later if not needed by bridge"
"Pepe Bikini B&W.jpg",".jpg","images\Sketches\celebrity-characters\Pepe the Frog\Pepe Bikini B&W.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\celebrity-characters\Pepe the Frog\Pepe Bikini B&W.jpg","False","577178","563.65 KB","5/8/2026 12:38:26 PM","Candidate for removal later if not needed by bridge"
"Trump Duck Face ORIGINAL.jpg",".jpg","images\Sketches\celebrity-characters\Politicians\Trump Duck Face ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\celebrity-characters\Politicians\Trump Duck Face ORIGINAL.jpg","False","576426","562.92 KB","5/8/2026 12:42:56 PM","Candidate for removal later if not needed by bridge"
"Two Point Five Children ORIGINAL.jpg",".jpg","images\Sketches\aquatic-dwellers\sharks\Two Point Five Children ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\aquatic-dwellers\sharks\Two Point Five Children ORIGINAL.jpg","False","573605","560.16 KB","5/6/2026 6:42:35 AM","Candidate for removal later if not needed by bridge"
"Two Point Five Children ORIGINAL.jpg",".jpg","images\Sketches\sharks\Two Point Five Children ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\sharks\Two Point Five Children ORIGINAL.jpg","False","573605","560.16 KB","5/6/2026 6:42:35 AM","Candidate for removal later if not needed by bridge"
"Stratus Sipson B&W.jpg",".jpg","images\Sketches\celebrity-characters\Simpsons\Stratus Sipson B&W.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\celebrity-characters\Simpsons\Stratus Sipson B&W.jpg","False","573386","559.95 KB","5/8/2026 12:48:21 PM","Candidate for removal later if not needed by bridge"
"Stratus Sipson B&W.jpg",".jpg","images\Sketches\celebrity-characters\Stratus Sipson B&W.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\celebrity-characters\Stratus Sipson B&W.jpg","False","573386","559.95 KB","5/8/2026 12:48:21 PM","Candidate for removal later if not needed by bridge"
"Allie Quack walking COLOR.png",".png","images\Sketches\avians\ducks\Allie Quack walking COLOR.png","D:\github\ron-english-sketches-and-drawings\images\Sketches\avians\ducks\Allie Quack walking COLOR.png","False","569027","555.69 KB","5/6/2026 2:56:46 PM","Candidate for removal later if not needed by bridge"
"Feather Flower with Eye ORIGINAL COLOR.jpg",".jpg","images\Sketches\flowers\Feather Flower with Eye ORIGINAL COLOR.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\flowers\Feather Flower with Eye ORIGINAL COLOR.jpg","False","568190","554.87 KB","5/9/2026 8:06:29 AM","Candidate for removal later if not needed by bridge"
"Sex Brain 2 ORIGINAL.jpg",".jpg","images\Sketches\brains\Sex Brain 2 ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\brains\Sex Brain 2 ORIGINAL.jpg","False","566705","553.42 KB","5/8/2026 5:08:49 PM","Candidate for removal later if not needed by bridge"
"Mr Numb Nut B&W.jpg",".jpg","images\Sketches\celebrity-characters\Numb Nuts Family\Mr Numb Nut B&W.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\celebrity-characters\Numb Nuts Family\Mr Numb Nut B&W.jpg","False","560867","547.72 KB","5/8/2026 12:21:50 PM","Candidate for removal later if not needed by bridge"
"Bart Grin Chubby front ORIGINAL.jpg",".jpg","images\Sketches\grins\Bart Grin Chubby front ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Bart Grin Chubby front ORIGINAL.jpg","False","559676","546.56 KB","5/8/2026 5:41:42 AM","Candidate for removal later if not needed by bridge"
"FinFlyer Finley ORIGINAL.jpg",".jpg","images\Sketches\aquatic-dwellers\fish\FinFlyer Finley ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\aquatic-dwellers\fish\FinFlyer Finley ORIGINAL.jpg","False","559572","546.46 KB","5/6/2026 6:42:07 AM","Candidate for removal later if not needed by bridge"
"Gummy Bear Grin COLOR.jpg",".jpg","images\Sketches\grins\Gummy Bear Grin COLOR.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Gummy Bear Grin COLOR.jpg","False","559133","546.03 KB","5/8/2026 6:53:03 AM","Candidate for removal later if not needed by bridge"
"Delusionville+Camodot_HighResl.jpg",".jpg","images\Sketches\Objects\patterns-symbols-and-icons\Delusionville+Camodot_HighResl.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\Objects\patterns-symbols-and-icons\Delusionville+Camodot_HighResl.jpg","False","557883","544.81 KB","5/9/2026 11:42:02 AM","Candidate for removal later if not needed by bridge"
"Batman Grin and Robin 2 ORIGINAL.jpg",".jpg","images\Sketches\grins\Batman Grin and Robin 2 ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Batman Grin and Robin 2 ORIGINAL.jpg","False","556718","543.67 KB","5/7/2026 3:53:17 PM","Candidate for removal later if not needed by bridge"
"Bart Face 2 ORIGINAL.jpg",".jpg","images\Sketches\celebrity-characters\Simpsons\Bart Face 2 ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\celebrity-characters\Simpsons\Bart Face 2 ORIGINAL.jpg","False","555484","542.46 KB","5/8/2026 11:02:36 AM","Candidate for removal later if not needed by bridge"
