"Status","SourceFile","OutputFile","SourceSizeKB","OutputSizeKB","Error"
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\Square Guernica B&W.png","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Square Guernica B&W.jpg","4650.1","530.7",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\Surf's Up ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Surf's Up ORIGINAL.jpg","12593.4","244.3",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\Swallowed Whole ORIGINAL.jpeg","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Swallowed Whole ORIGINAL.jpg","2134.4","132.6",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\Swirling Aquanaut B&W.png","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Swirling Aquanaut B&W.jpg","1595.6","143.6",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\Swirling Aquanaut ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Swirling Aquanaut ORIGINAL.jpg","3241.4","225.3",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\Swirly Angie Aqua Ape B&W.png","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Swirly Angie Aqua Ape B&W.jpg","1066.2","104.3",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\Swirly Angie Aqua Ape ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Swirly Angie Aqua Ape ORIGINAL.jpg","2035.4","156.1",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\The Gang ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\The Gang ORIGINAL.jpg","14147.9","212.6",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\The Prophet Potato B&W.png","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\The Prophet Potato B&W.jpg","1673.5","177.2",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\The Prophet Potato COLOR.png","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\The Prophet Potato COLOR.jpg","2158.6","217.2",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\The Prophet Potato ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\The Prophet Potato ORIGINAL.jpg","2261.1","199.7",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\Tot and Friends ORIGINAL COLOR.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Tot and Friends ORIGINAL COLOR.jpg","4903.2","220.5",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\Tot and Friends ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Tot and Friends ORIGINAL.jpg","938.4","237.3",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\Trio 14x17.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Trio 14x17.jpg","2974.6","287.4",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\UFO Landing ORIGINAL COLOR.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\UFO Landing ORIGINAL COLOR.jpg","3083.4","304.7",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\UFO Landing ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\UFO Landing ORIGINAL.jpg","11982.5","313.3",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\Unsee this Art B&W.png","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Unsee this Art B&W.jpg","2097.9","221.2",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\Unsee this Art ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Unsee this Art ORIGINAL.jpg","2704.6","294.9",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\Waylone and Bunnny B&W.png","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Waylone and Bunnny B&W.jpg","2948.5","202.8",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\Waylone and Bunnny ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Waylone and Bunnny ORIGINAL.jpg","1375.7","323",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\Wolf Carousel color.png","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Wolf Carousel color.jpg","1174.6","279.4",""
"Created","E:\Dropbox\3D figures, animation, and live trace files\Digitized characters and objects\The Gang\X-Ray Guernica ORIGINAL.JPG","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\X-Ray Guernica ORIGINAL.jpg","5929.5","291.8",""
