"ProposedTitle","ProposedSlug","Kind","HasOriginalInName","HeroRank","FileName","SizeKB","FullPath"
"Aqua Apes Gang","aqua-apes-gang","Digital Version","False","20","Aqua Apes Gang B&W.jpg","176","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Aqua Apes Gang B&W.jpg"
"Aqua Apes Gang","aqua-apes-gang","Digital Version","False","1","Aqua Apes Gang COLOR.jpg","288","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Aqua Apes Gang COLOR.jpg"
"Aqua Apes Gang","aqua-apes-gang","Original Drawing","True","50","Aqua Apes Gang ORIGINAL.jpg","148.2","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Aqua Apes Gang ORIGINAL.jpg"
"Art Basil Guernica","art-basil-guernica","Original Drawing","True","50","Art Basil Guernica ORIGINAL.jpg","324.7","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Art Basil Guernica ORIGINAL.jpg"
"of The Masses","of-the-masses","Original Drawing","True","1","Back of the Masses ORIGINAL COLOR.jpg","449.8","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Back of the Masses ORIGINAL COLOR.jpg"
"Banjo and Caption","banjo-and-caption","Digital Version","False","20","Banjo and Caption B&W.jpg","207","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Banjo and Caption B&W.jpg"
"Banjo and Caption","banjo-and-caption","Digital Version","False","1","Banjo and Caption COLOR.jpg","213.6","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Banjo and Caption COLOR.jpg"
"Banjo and Caption","banjo-and-caption","Original Drawing","True","1","Banjo and Caption ORIGINAL COLOR.jpg","234","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Banjo and Caption ORIGINAL COLOR.jpg"
"Banjo and Caption","banjo-and-caption","Original Drawing","True","50","Banjo and Caption ORIGINAL.jpg","212.1","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Banjo and Caption ORIGINAL.jpg"
"Basketball Bulls Guernica","basketball-bulls-guernica","Original Drawing","True","50","Basketball Bulls Guernica ORIGINAL.jpg","246.7","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Basketball Bulls Guernica ORIGINAL.jpg"
"Believe Beau Lief Guernica","believe-beau-lief-guernica","Original Drawing","True","50","Believe Beau Lief Guernica sketch ORIGINAL.jpg","283.3","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Believe Beau Lief Guernica sketch ORIGINAL.jpg"
"Believe Beau Lief","believe-beau-lief","Original Drawing","True","1","Believe Beau Lief ORIGINAL COLOR.jpg","475.6","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Believe Beau Lief ORIGINAL COLOR.jpg"
"Boar Patrol","boar-patrol","Digital Version","False","20","Boar Patrol B&W.jpg","254.6","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Boar Patrol B&W.jpg"
"Boar Patrol","boar-patrol","Digital Version","False","1","Boar Patrol COLOR.jpg","257.5","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Boar Patrol COLOR.jpg"
"Boar Patrol","boar-patrol","Original Drawing","True","50","Boar Patrol ORIGINAL.jpg","290.3","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Boar Patrol ORIGINAL.jpg"
"Bowling","bowling","Original Drawing","True","50","Bowling ORIGINAL.jpg","252.7","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Bowling ORIGINAL.jpg"
"Brain Tree","brain-tree","Digital Version","False","20","Brain Tree B&W.jpg","177.5","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Brain Tree B&W.jpg"
"Brain Tree","brain-tree","Digital Version","False","1","Brain Tree COLOR.jpg","183.5","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Brain Tree COLOR.jpg"
"Brain Tree","brain-tree","Original Drawing","True","50","Brain Tree ORIGINAL.jpg","199","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Brain Tree ORIGINAL.jpg"
"Bub Quack and Friends","bub-quack-and-friends","Digital Version","False","20","Bub Quack and Friends B&W.jpg","158.4","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Bub Quack and Friends B&W.jpg"
"Bub Quack and Friends","bub-quack-and-friends","Digital Version","False","1","Bub Quack and Friends COLOR.jpg","169.3","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Bub Quack and Friends COLOR.jpg"
"Bub Quack and Friends","bub-quack-and-friends","Original Drawing","True","1","Bub Quack and Friends ORIGINAL COLOR.jpg","267.2","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Bub Quack and Friends ORIGINAL COLOR.jpg"
"Bull and Mousemask","bull-and-mousemask","Digital Version","False","20","Bull and Mousemask B&W.jpg","187","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Bull and Mousemask B&W.jpg"
"Bull and Mousemask","bull-and-mousemask","Original Drawing","True","50","Bull and Mousemask back ORIGINAL.jpg","283.6","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Bull and Mousemask back ORIGINAL.jpg"
"Bull and Mousemask","bull-and-mousemask","Digital Version","False","1","Bull and Mousemask COLOR.jpg","184.8","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Bull and Mousemask COLOR.jpg"
"Bull and Mousemask","bull-and-mousemask","Original Drawing","True","50","Bull and Mousemask front ORIGINAL.jpg","179.8","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Bull and Mousemask front ORIGINAL.jpg"
"Bunnnies","bunnnies","Original Drawing","True","50","Bunnnies ORIGINAL.jpg","204.9","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Bunnnies ORIGINAL.jpg"
"Bunnny Mermaid and Paws","bunnny-mermaid-and-paws","Digital Version","False","20","Bunnny Mermaid and Paws B&W.jpg","164.4","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Bunnny Mermaid and Paws B&W.jpg"
"Bunnny Mermaid and Paws","bunnny-mermaid-and-paws","Digital Version","False","1","Bunnny Mermaid and Paws COLOR.jpg","168.7","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Bunnny Mermaid and Paws COLOR.jpg"
"Bunnny Mermaid and Paws","bunnny-mermaid-and-paws","Original Drawing","True","50","Bunnny Mermaid and Paws ORIGINAL.jpg","180.5","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Bunnny Mermaid and Paws ORIGINAL.jpg"
"Burger Shot and Cowgirl","burger-shot-and-cowgirl","Digital Version","False","20","Burger Shot and Cowgirl B&W.jpg","183.9","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Burger Shot and Cowgirl B&W.jpg"
"Burger Shot and Cowgirl","burger-shot-and-cowgirl","Original Drawing","True","50","Burger Shot and Cowgirl ORIGINAL.jpg","277","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Burger Shot and Cowgirl ORIGINAL.jpg"
"Burger Shot","burger-shot","Original Drawing","True","50","Burger Shot ORIGINAL.jpg","277","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Burger Shot ORIGINAL.jpg"
"Captain and Jeremiah Ink 14X17","captain-and-jeremiah-ink-14x17","Digital Version","False","10","Captain and Jeremiah ink 14x17.jpg","332.9","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Captain and Jeremiah ink 14x17.jpg"
"Carrot and Friends","carrot-and-friends","Original Drawing","True","50","Carrot and Friends ORIGINAL.jpg","243","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Carrot and Friends ORIGINAL.jpg"
"Cathy Ronnnie Punk Skunk 2","cathy-ronnnie-punk-skunk-2","Digital Version","False","20","Cathy Ronnnie Punk Skunk B&W (2).jpg","154","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Cathy Ronnnie Punk Skunk B&W (2).jpg"
"Cathy Ronnnie Punk Skunk","cathy-ronnnie-punk-skunk","Digital Version","False","20","Cathy Ronnnie Punk Skunk B&W.jpg","146.8","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Cathy Ronnnie Punk Skunk B&W.jpg"
"Cathy Ronnnie Punk Skunk","cathy-ronnnie-punk-skunk","Digital Version","False","1","Cathy Ronnnie Punk Skunk COLOR.jpg","150","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Cathy Ronnnie Punk Skunk COLOR.jpg"
"Cathy Ronnnie Punk Skunk","cathy-ronnnie-punk-skunk","Original Drawing","True","50","Cathy Ronnnie Punk Skunk ORIGINAL.jpg","225","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Cathy Ronnnie Punk Skunk ORIGINAL.jpg"
"Centaur See No Evil","centaur-see-no-evil","Original Drawing","True","50","Centaur See No Evil ORIGINAL.jpg","239.6","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Centaur See No Evil ORIGINAL.jpg"
"Cereal Killers Guernica 1","cereal-killers-guernica-1","Original Drawing","True","50","Cereal Killers Guernica 1 ORIGINAL.jpg","255","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Cereal Killers Guernica 1 ORIGINAL.jpg"
"Cereal Killers Guernica 2","cereal-killers-guernica-2","Original Drawing","True","50","Cereal Killers Guernica 2 ORIGINAL.jpg","255.4","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Cereal Killers Guernica 2 ORIGINAL.jpg"
"Combrat and Friends","combrat-and-friends","Original Drawing","True","50","Combrat and Friends ORIGINAL.jpg","135.1","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Combrat and Friends ORIGINAL.jpg"
"Combrat Horse","combrat-horse","Original Drawing","True","1","Combrat Horse ORIGINAL COLOR.jpg","107","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Combrat Horse ORIGINAL COLOR.jpg"
"Combrat Horse","combrat-horse","Original Drawing","True","50","Combrat Horse ORIGINAL.jpg","144.1","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Combrat Horse ORIGINAL.jpg"
"Couch Potato and Cellular","couch-potato-and-cellular","Digital Version","False","20","Couch Potato and Cellular B&W.jpg","347.7","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Couch Potato and Cellular B&W.jpg"
"Couch Potato and Cellular","couch-potato-and-cellular","Digital Version","False","1","Couch Potato and Cellular COLOR.jpg","356.4","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Couch Potato and Cellular COLOR.jpg"
"Couch Potato and Cellular","couch-potato-and-cellular","Original Drawing","True","50","Couch Potato and Cellular ORIGINAL.jpg","343","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Couch Potato and Cellular ORIGINAL.jpg"
"Couch Potatoes","couch-potatoes","Digital Version","False","20","Couch Potatoes B&W.jpg","172.2","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Couch Potatoes B&W.jpg"
"Couch Potatoes","couch-potatoes","Digital Version","False","1","Couch Potatoes COLOR.jpg","189.8","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Couch Potatoes COLOR.jpg"
"Couch Potatoes","couch-potatoes","Original Drawing","True","50","Couch Potatoes ORIGINAL.jpg","247.9","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Couch Potatoes ORIGINAL.jpg"
"Couch Surfing","couch-surfing","Digital Version","False","20","Couch Surfing B&W.jpg","428.4","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Couch Surfing B&W.jpg"
"Couch Surfing","couch-surfing","Digital Version","False","1","Couch Surfing COLOR.jpg","430.6","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Couch Surfing COLOR.jpg"
"Couch Surfing","couch-surfing","Original Drawing","True","1","Couch Surfing ORIGINAL COLOR.jpg","507.6","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Couch Surfing ORIGINAL COLOR.jpg"
"Couch Surfing","couch-surfing","Original Drawing","True","50","Couch Surfing ORIGINAL.jpg","484.6","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Couch Surfing ORIGINAL.jpg"
"Creation of Slo Moe","creation-of-slo-moe","Original Drawing","True","50","Creation of Slo Moe ORIGINAL.jpg","143.7","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Creation of Slo Moe ORIGINAL.jpg"
"Delusionville Last Supper","delusionville-last-supper","Digital Version","False","1","Delusionville Last Supper COLOR.jpg","101.5","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Delusionville Last Supper COLOR.jpg"
"Delusionville","delusionville","Original Drawing","True","50","Delusionville ORIGINAL.jpg","448","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Delusionville ORIGINAL.jpg"
"Designercon","designercon","Original Drawing","True","1","DesignerCon ORIGINAL COLOR.jpg","169.6","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\DesignerCon ORIGINAL COLOR.jpg"
"Dinner","dinner","Original Drawing","True","1","Dinner ORIGINAL COLOR.jpg","242.7","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Dinner ORIGINAL COLOR.jpg"
"Dinner","dinner","Original Drawing","True","50","Dinner ORIGINAL.jpg","300.8","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Dinner ORIGINAL.jpg"
"Donkey and Sheep","donkey-and-sheep","Digital Version","False","20","Donkey and Sheep B&W.jpg","197.8","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Donkey and Sheep B&W.jpg"
"Donkey and Sheep","donkey-and-sheep","Digital Version","False","1","Donkey and Sheep COLOR.jpg","209.7","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Donkey and Sheep COLOR.jpg"
"Donkey and Sheep","donkey-and-sheep","Original Drawing","True","50","Donkey and Sheep ORIGINAL.jpg","342.7","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Donkey and Sheep ORIGINAL.jpg"
"Don't Say It Out Loud","don-t-say-it-out-loud","Digital Version","False","20","Don't Say It Out Loud B&W.jpg","121.3","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Don't Say It Out Loud B&W.jpg"
"Don't Say It Out Loud","don-t-say-it-out-loud","Digital Version","False","1","Don't Say It Out Loud COLOR.jpg","136.9","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Don't Say It Out Loud COLOR.jpg"
"Don't Say It Outloud","don-t-say-it-outloud","Original Drawing","True","50","Don't Say It Outloud ORIGINAL.jpg","209.9","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Don't Say It Outloud ORIGINAL.jpg"
"Down The Rabbbit Hole","down-the-rabbbit-hole","Original Drawing","True","1","Down the Rabbbit Hole ORIGINAL COLOR.jpg","374.1","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Down the Rabbbit Hole ORIGINAL COLOR.jpg"
"Down The Rabbbit Hole -2-0","down-the-rabbbit-hole-2-0","Original Drawing","True","1","Down the Rabbbit Hole ORIGINAL COLOR-2-0.jpg","575.2","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Down the Rabbbit Hole ORIGINAL COLOR-2-0.jpg"
"Down The Rabbbit Hole -2-1","down-the-rabbbit-hole-2-1","Original Drawing","True","1","Down the Rabbbit Hole ORIGINAL COLOR-2-1.jpg","12.7","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Down the Rabbbit Hole ORIGINAL COLOR-2-1.jpg"
"Down The Rabbbit Hole -2-10","down-the-rabbbit-hole-2-10","Original Drawing","True","1","Down the Rabbbit Hole ORIGINAL COLOR-2-10.jpg","25.4","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Down the Rabbbit Hole ORIGINAL COLOR-2-10.jpg"
"Down The Rabbbit Hole -2-11","down-the-rabbbit-hole-2-11","Original Drawing","True","1","Down the Rabbbit Hole ORIGINAL COLOR-2-11.jpg","16.4","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Down the Rabbbit Hole ORIGINAL COLOR-2-11.jpg"
"Down The Rabbbit Hole -2-12","down-the-rabbbit-hole-2-12","Original Drawing","True","1","Down the Rabbbit Hole ORIGINAL COLOR-2-12.jpg","14.2","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Down the Rabbbit Hole ORIGINAL COLOR-2-12.jpg"
"Down The Rabbbit Hole -2-13","down-the-rabbbit-hole-2-13","Original Drawing","True","1","Down the Rabbbit Hole ORIGINAL COLOR-2-13.jpg","13.5","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Down the Rabbbit Hole ORIGINAL COLOR-2-13.jpg"
"Down The Rabbbit Hole -2-14","down-the-rabbbit-hole-2-14","Original Drawing","True","1","Down the Rabbbit Hole ORIGINAL COLOR-2-14.jpg","20.1","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Down the Rabbbit Hole ORIGINAL COLOR-2-14.jpg"
"Down The Rabbbit Hole -2-15","down-the-rabbbit-hole-2-15","Original Drawing","True","1","Down the Rabbbit Hole ORIGINAL COLOR-2-15.jpg","15.5","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Down the Rabbbit Hole ORIGINAL COLOR-2-15.jpg"
"Down The Rabbbit Hole -2-16","down-the-rabbbit-hole-2-16","Original Drawing","True","1","Down the Rabbbit Hole ORIGINAL COLOR-2-16.jpg","19.6","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Down the Rabbbit Hole ORIGINAL COLOR-2-16.jpg"
"Down The Rabbbit Hole -2-17","down-the-rabbbit-hole-2-17","Original Drawing","True","1","Down the Rabbbit Hole ORIGINAL COLOR-2-17.jpg","18.4","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Down the Rabbbit Hole ORIGINAL COLOR-2-17.jpg"
"Down The Rabbbit Hole -2-18","down-the-rabbbit-hole-2-18","Original Drawing","True","1","Down the Rabbbit Hole ORIGINAL COLOR-2-18.jpg","18.7","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Down the Rabbbit Hole ORIGINAL COLOR-2-18.jpg"
"Down The Rabbbit Hole -2-19","down-the-rabbbit-hole-2-19","Original Drawing","True","1","Down the Rabbbit Hole ORIGINAL COLOR-2-19.jpg","32.7","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Down the Rabbbit Hole ORIGINAL COLOR-2-19.jpg"
"Down The Rabbbit Hole -2-2","down-the-rabbbit-hole-2-2","Original Drawing","True","1","Down the Rabbbit Hole ORIGINAL COLOR-2-2.jpg","539.8","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Down the Rabbbit Hole ORIGINAL COLOR-2-2.jpg"
"Down The Rabbbit Hole -2-20","down-the-rabbbit-hole-2-20","Original Drawing","True","1","Down the Rabbbit Hole ORIGINAL COLOR-2-20.jpg","15.7","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Down the Rabbbit Hole ORIGINAL COLOR-2-20.jpg"
"Down The Rabbbit Hole -2-21","down-the-rabbbit-hole-2-21","Original Drawing","True","1","Down the Rabbbit Hole ORIGINAL COLOR-2-21.jpg","21.6","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Down the Rabbbit Hole ORIGINAL COLOR-2-21.jpg"
"Down The Rabbbit Hole -2-22","down-the-rabbbit-hole-2-22","Original Drawing","True","1","Down the Rabbbit Hole ORIGINAL COLOR-2-22.jpg","14.4","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Down the Rabbbit Hole ORIGINAL COLOR-2-22.jpg"
"Down The Rabbbit Hole -2-23","down-the-rabbbit-hole-2-23","Original Drawing","True","1","Down the Rabbbit Hole ORIGINAL COLOR-2-23.jpg","11","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Down the Rabbbit Hole ORIGINAL COLOR-2-23.jpg"
"Down The Rabbbit Hole -2-3","down-the-rabbbit-hole-2-3","Original Drawing","True","1","Down the Rabbbit Hole ORIGINAL COLOR-2-3.jpg","171.1","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Down the Rabbbit Hole ORIGINAL COLOR-2-3.jpg"
"Down The Rabbbit Hole -2-4","down-the-rabbbit-hole-2-4","Original Drawing","True","1","Down the Rabbbit Hole ORIGINAL COLOR-2-4.jpg","479.4","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Down the Rabbbit Hole ORIGINAL COLOR-2-4.jpg"
"Down The Rabbbit Hole -2-5","down-the-rabbbit-hole-2-5","Original Drawing","True","1","Down the Rabbbit Hole ORIGINAL COLOR-2-5.jpg","479.6","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Down the Rabbbit Hole ORIGINAL COLOR-2-5.jpg"
"Down The Rabbbit Hole -2-6","down-the-rabbbit-hole-2-6","Original Drawing","True","1","Down the Rabbbit Hole ORIGINAL COLOR-2-6.jpg","10.9","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Down the Rabbbit Hole ORIGINAL COLOR-2-6.jpg"
"Down The Rabbbit Hole -2-7","down-the-rabbbit-hole-2-7","Original Drawing","True","1","Down the Rabbbit Hole ORIGINAL COLOR-2-7.jpg","31.1","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Down the Rabbbit Hole ORIGINAL COLOR-2-7.jpg"
"Down The Rabbbit Hole -2-8","down-the-rabbbit-hole-2-8","Original Drawing","True","1","Down the Rabbbit Hole ORIGINAL COLOR-2-8.jpg","8.1","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Down the Rabbbit Hole ORIGINAL COLOR-2-8.jpg"
"Down The Rabbbit Hole -2-9","down-the-rabbbit-hole-2-9","Original Drawing","True","1","Down the Rabbbit Hole ORIGINAL COLOR-2-9.jpg","32.2","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Down the Rabbbit Hole ORIGINAL COLOR-2-9.jpg"
"Elefanka and Friends","elefanka-and-friends","Original Drawing","True","50","Elefanka and Friends ORIGINAL.jpg","212.6","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Elefanka and Friends ORIGINAL.jpg"
"Elefanka On Her High Horse","elefanka-on-her-high-horse","Digital Version","False","1","Elefanka on her High Horse COLOR.jpg","135.2","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Elefanka on her High Horse COLOR.jpg"
"Elefanka On Her High Horse Colorway 1","elefanka-on-her-high-horse-colorway-1","Digital Version","False","1","Elefanka on her High Horse COLORWAY 1.jpg","135.5","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Elefanka on her High Horse COLORWAY 1.jpg"
"Elefanka On Her High Horse Colorway 2","elefanka-on-her-high-horse-colorway-2","Digital Version","False","1","Elefanka on her High Horse COLORWAY 2.jpg","141.9","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Elefanka on her High Horse COLORWAY 2.jpg"
"Elefanka On Her High Horse Colorway 3","elefanka-on-her-high-horse-colorway-3","Digital Version","False","1","Elefanka on her High Horse COLORWAY 3.jpg","143.5","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Elefanka on her High Horse COLORWAY 3.jpg"
"Elefanka On Her High Horse Colorway 4","elefanka-on-her-high-horse-colorway-4","Digital Version","False","1","Elefanka on her High Horse COLORWAY 4.jpg","151.9","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Elefanka on her High Horse COLORWAY 4.jpg"
"Elefanka On Her High Horse Colorways","elefanka-on-her-high-horse-colorways","Digital Version","False","1","Elefanka on her High Horse COLORWAYS.jpg","141.2","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Elefanka on her High Horse COLORWAYS.jpg"
"Elefanka On Her High Horse","elefanka-on-her-high-horse","Original Drawing","True","1","Elefanka on her High Horse ORIGINAL COLOR.jpg","31.9","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Elefanka on her High Horse ORIGINAL COLOR.jpg"
"Elefanka On Her High Horse","elefanka-on-her-high-horse","Original Drawing","True","50","Elefanka on her High Horse ORIGINAL.jpg","143","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Elefanka on her High Horse ORIGINAL.jpg"
"Elefanka Orion Grinmobile","elefanka-orion-grinmobile","Digital Version","False","20","Elefanka Orion Grinmobile B&W.jpg","199.9","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Elefanka Orion Grinmobile B&W.jpg"
"Elefanka Orion Grinmobile","elefanka-orion-grinmobile","Original Drawing","True","50","Elefanka Orion Grinmobile ORIGINAL.jpg","254.3","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Elefanka Orion Grinmobile ORIGINAL.jpg"
"Ella Kalen","ella-kalen","Original Drawing","True","50","Ella Kalen ORIGINAL.jpg","185.7","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Ella Kalen ORIGINAL.jpg"
"Falla and Paws","falla-and-paws","Digital Version","False","20","Falla and Paws B&W.jpg","215.6","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Falla and Paws B&W.jpg"
"Falla and Paws","falla-and-paws","Digital Version","False","1","Falla and Paws COLOR.jpg","207","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Falla and Paws COLOR.jpg"
"Falla and Paws","falla-and-paws","Original Drawing","True","50","Falla and Paws ORIGINAL.jpg","216.5","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Falla and Paws ORIGINAL.jpg"
"Falla and Slo Mo","falla-and-slo-mo","Digital Version","False","20","Falla and Slo Mo B&W.jpg","252.8","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Falla and Slo Mo B&W.jpg"
"Falla and Slo Mo","falla-and-slo-mo","Digital Version","False","1","Falla and Slo Mo COLOR.jpg","236.4","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Falla and Slo Mo COLOR.jpg"
"Falla and Slo Mo","falla-and-slo-mo","Original Drawing","True","50","Falla and Slo Mo ORIGINAL.jpg","348","D:\github\ron-english-sketches-and-drawings\images\Sketches\character-groups-and-ensembles\Falla and Slo Mo ORIGINAL.jpg"
